,Accession Number,Consensus 16S,Consensus 23S,Consensus 5S,Copies 16S,Copies 23S,Copies 5S,File Name,Longest 16S,Longest 23S,Longest 5S,Organism,Species
466,GCF_000623135.1,1556,3066,116,7,7,8,GCF_000623135.1_ASM62313v2_genomic.gbff.gz,1554,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121180,Salmonella enterica
467,GCF_900176185.1,1509,2890,118,2,2,2,GCF_900176185.1_HE93_10_genomic.gbff.gz,1509,2890,118,Helicobacter pylori,Helicobacter pylori
468,GCF_002983705.1,1508,2888,118,2,2,2,GCF_002983705.1_ASM298370v1_genomic.gbff.gz,1508,2887,118,Helicobacter pylori,Helicobacter pylori
469,GCF_900185485.1,1555,3027,116,7,7,8,GCF_900185485.1_BL60006_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
470,GCF_001620115.1,1558,3109,116,7,7,8,GCF_001620115.1_ASM162011v1_genomic.gbff.gz,1554,2927,116,Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736,Salmonella enterica
471,GCF_900475815.1,1546,2898,114,4,4,4,GCF_900475815.1_46758_G01_genomic.gbff.gz,1546,2898,114,Neisseria elongata subsp. glycolytica,Neisseria elongata
472,GCF_003939085.1,1509,2888,118,2,2,2,GCF_003939085.1_ASM393908v1_genomic.gbff.gz,1509,2888,118,Helicobacter pylori,Helicobacter pylori
473,GCF_003945765.1,1538,2916,116,5,5,6,GCF_003945765.1_ASM394576v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. chlororaphis,Pseudomonas chlororaphis
474,GCF_003851555.1,1538,2916,116,6,6,7,GCF_003851555.1_ASM385155v1_genomic.gbff.gz,1538,2916,116,Pseudomonas synxantha,Pseudomonas synxantha
475,GCF_003055645.1,1538,2912,116,6,6,7,GCF_003055645.1_ASM305564v1_genomic.gbff.gz,1538,2910,116,Pseudomonas fluorescens,Pseudomonas fluorescens
476,GCF_000148875.1,1511,2889,118,2,2,2,GCF_000148875.1_ASM14887v1_genomic.gbff.gz,1511,2888,118,Helicobacter pylori PeCan4,Helicobacter pylori
477,GCF_000277385.1,1511,2891,118,2,2,2,GCF_000277385.1_ASM27738v1_genomic.gbff.gz,1511,2891,118,Helicobacter pylori Shi169,Helicobacter pylori
478,GCF_001973275.2,1556,3065,116,7,7,8,GCF_001973275.2_ASM197327v2_genomic.gbff.gz,1554,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella enterica
479,GCF_000330485.2,1556,3010,116,7,7,9,GCF_000330485.2_ASM33048v2_genomic.gbff.gz,1555,3010,116,Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120,Salmonella enterica
480,GCF_900186935.1,1551,2898,114,4,4,4,GCF_900186935.1_49677_G01_genomic.gbff.gz,1551,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
481,GCF_000272715.4,1556,3015,116,7,7,8,GCF_000272715.4_ASM27271v4_genomic.gbff.gz,1554,2926,116,Salmonella enterica subsp. enterica serovar Newport str. CVM 21550,Salmonella enterica
482,GCF_001874645.1,1549,2916,116,7,7,8,GCF_001874645.1_ASM187464v1_genomic.gbff.gz,1549,2915,116,Pseudomonas frederiksbergensis,Pseudomonas frederiksbergensis
483,GCF_001362335.2,1557,3027,116,6,6,7,GCF_001362335.2_Ty2_genomic.gbff.gz,1556,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
484,GCF_003316815.1,1552,2933,116,7,7,8,GCF_003316815.1_ASM331681v2_genomic.gbff.gz,1552,2924,116,Escherichia albertii,Escherichia albertii
485,GCF_900474495.1,1554,2933,116,7,7,8,GCF_900474495.1_38344_F01_genomic.gbff.gz,1554,2927,116,Escherichia coli,Escherichia coli
486,GCF_000661915.1,1546,2915,116,4,4,4,GCF_000661915.1_ASM66191v1_genomic.gbff.gz,1546,2915,116,Pseudomonas stutzeri,Pseudomonas stutzeri
487,GCF_001547955.1,1544,2912,116,4,4,4,GCF_001547955.1_ASM154795v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
488,GCF_002163935.1,1554,2936,116,7,7,8,GCF_002163935.1_ASM216393v1_genomic.gbff.gz,1552,2927,116,Escherichia coli,Escherichia coli
489,GCF_003001655.1,1537,2915,116,4,4,4,GCF_003001655.1_ASM300165v1_genomic.gbff.gz,1537,2915,116,Pseudomonas stutzeri,Pseudomonas stutzeri
490,GCF_001690115.1,1556,3114,116,7,7,8,GCF_001690115.1_ASM169011v1_genomic.gbff.gz,1554,2926,116,Salmonella enterica subsp. enterica serovar Heidelberg,Salmonella enterica
491,GCF_003717355.1,1554,3027,116,7,7,8,GCF_003717355.1_ASM371735v1_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
492,GCF_000272755.4,1556,3015,116,7,7,8,GCF_000272755.4_ASM27275v4_genomic.gbff.gz,1553,2926,116,Salmonella enterica subsp. enterica serovar Newport str. CVM 21538,Salmonella enterica
493,GCF_000520035.1,1555,2933,116,7,7,8,GCF_000520035.1_ASM52003v1_genomic.gbff.gz,1554,2929,116,Escherichia coli O145:H28 str. RM13514,Escherichia coli
494,GCF_001698105.1,1551,2898,114,4,4,4,GCF_001698105.1_ASM169810v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
495,GCF_003813025.1,1537,2912,116,4,4,4,GCF_003813025.1_ASM381302v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
496,GCF_001697105.1,1552,2898,114,4,4,4,GCF_001697105.1_ASM169710v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
497,GCF_900120055.1,1509,2890,118,2,2,2,GCF_900120055.1_HE178_09_genomic.gbff.gz,1509,2890,118,Helicobacter pylori,Helicobacter pylori
498,GCF_001697465.1,1551,2898,114,4,4,4,GCF_001697465.1_ASM169746v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
499,GCF_000934565.1,1547,2916,116,6,6,7,GCF_000934565.1_ASM93456v1_genomic.gbff.gz,1547,2916,116,Pseudomonas fluorescens,Pseudomonas fluorescens
500,GCF_001729505.1,1544,2912,116,4,4,4,GCF_001729505.1_ASM172950v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
501,GCF_003324935.1,1554,3109,116,7,7,8,GCF_003324935.1_ASM332493v1_genomic.gbff.gz,1550,2927,116,Salmonella enterica,Salmonella enterica
502,GCF_003073695.1,1537,2912,116,4,4,4,GCF_003073695.1_ASM307369v1_genomic.gbff.gz,1536,2908,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
503,GCF_003433235.1,1537,2912,116,4,4,4,GCF_003433235.1_ASM343323v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
504,GCF_001723505.1,1556,2933,116,7,7,8,GCF_001723505.1_ASM172350v1_genomic.gbff.gz,1556,2925,116,Escherichia coli,Escherichia coli
505,GCF_003369735.1,1537,2912,116,4,4,4,GCF_003369735.1_ASM336973v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
506,GCF_000009225.2,1547,2916,116,5,5,6,GCF_000009225.2_ASM922v1_genomic.gbff.gz,1547,2916,116,Pseudomonas fluorescens SBW25,Pseudomonas fluorescens
507,GCF_000510285.1,1547,2916,116,6,6,7,GCF_000510285.1_ASM51028v1_genomic.gbff.gz,1547,2916,116,Pseudomonas monteilii SB3078,Pseudomonas monteilii
508,GCF_001697665.1,1551,2898,114,4,4,4,GCF_001697665.1_ASM169766v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
509,GCF_000494385.2,1558,3110,116,7,7,8,GCF_000494385.2_ASM49438v2_genomic.gbff.gz,1556,2927,116,Salmonella enterica subsp. enterica serovar Agona str. 392869-2,Salmonella enterica
510,GCF_900636645.1,1538,2917,116,7,7,8,GCF_900636645.1_43295_H02_genomic.gbff.gz,1538,2914,116,Pseudomonas putida,Pseudomonas putida
511,GCF_003850465.1,1538,2916,116,5,5,6,GCF_003850465.1_ASM385046v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
512,GCF_001722025.1,1544,2912,116,4,4,4,GCF_001722025.1_ASM172202v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
513,GCF_002090355.1,1556,2940,116,7,7,8,GCF_002090355.1_ASM209035v1_genomic.gbff.gz,1556,2925,116,Escherichia coli,Escherichia coli
514,GCF_003017935.1,1554,2930,116,7,7,8,GCF_003017935.1_ASM301793v1_genomic.gbff.gz,1554,2930,116,Escherichia coli,Escherichia coli
515,GCF_001697905.1,1551,2898,114,4,4,4,GCF_001697905.1_ASM169790v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
516,GCF_003355235.1,1548,2898,114,4,4,4,GCF_003355235.1_ASM335523v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
517,GCF_003355395.1,1548,2898,114,4,4,4,GCF_003355395.1_ASM335539v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
518,GCF_000259235.1,1510,2888,118,2,2,2,GCF_000259235.1_ASM25923v1_genomic.gbff.gz,1510,2888,118,Helicobacter pylori HUP-B14,Helicobacter pylori
519,GCF_000685625.1,1510,2889,118,2,2,2,GCF_000685625.1_ASM68562v1_genomic.gbff.gz,1510,2889,118,Helicobacter pylori J166,Helicobacter pylori
520,GCF_002741215.1,1556,2933,116,7,7,8,GCF_002741215.1_ASM274121v1_genomic.gbff.gz,1555,2929,116,Escherichia coli O15:H11,Escherichia coli
521,GCF_002953075.1,1554,2933,116,7,7,9,GCF_002953075.1_ASM295307v1_genomic.gbff.gz,1554,2925,116,Escherichia coli,Escherichia coli
522,GCF_003851265.1,1538,2916,116,5,5,6,GCF_003851265.1_ASM385126v1_genomic.gbff.gz,1538,2915,116,Pseudomonas chlororaphis subsp. aurantiaca,Pseudomonas chlororaphis
523,GCF_001698045.1,1551,2898,114,4,4,4,GCF_001698045.1_ASM169804v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
524,GCF_000344335.2,1548,2917,116,5,5,6,GCF_000344335.2_ASM34433v2_genomic.gbff.gz,1548,2917,116,Pseudomonas syringae pv. actinidiae ICMP 9853,Pseudomonas syringae
525,GCF_900235905.1,1540,2918,116,5,5,6,GCF_900235905.1_CFBP6411_genomic.gbff.gz,1540,2918,116,Pseudomonas syringae group genomosp. 3,Pseudomonas syringae
526,GCF_000023805.1,1511,2889,118,2,2,2,GCF_000023805.1_ASM2380v1_genomic.gbff.gz,1511,2889,118,Helicobacter pylori 52,Helicobacter pylori
527,GCF_001901315.1,1556,2925,116,7,7,8,GCF_001901315.1_ASM190131v1_genomic.gbff.gz,1556,2925,108,Escherichia coli,Escherichia coli
528,GCF_001697125.1,1551,2898,114,4,4,4,GCF_001697125.1_ASM169712v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
529,GCF_002761015.1,1554,3066,116,7,7,8,GCF_002761015.1_ASM276101v1_genomic.gbff.gz,1552,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella enterica
530,GCF_001697945.1,1551,2898,114,4,4,4,GCF_001697945.1_ASM169794v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
531,GCF_001516005.1,1544,2912,116,4,4,4,GCF_001516005.1_ASM151600v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
532,GCF_003351685.1,1546,2898,114,4,4,4,GCF_003351685.1_ASM335168v1_genomic.gbff.gz,1546,2898,114,Neisseria elongata,Neisseria elongata
533,GCF_000204295.1,1547,2914,116,4,4,4,GCF_000204295.1_ASM20429v1_genomic.gbff.gz,1547,2914,116,Pseudomonas mendocina NK-01,Pseudomonas mendocina
534,GCF_900618285.1,1537,2912,116,4,4,4,GCF_900618285.1_paerg005_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
535,GCF_900235865.1,1540,2918,116,5,5,6,GCF_900235865.1_CFBP2118_genomic.gbff.gz,1540,2918,116,Pseudomonas syringae pv. syringae,Pseudomonas syringae
536,GCF_900289125.1,1540,2917,116,5,5,6,GCF_900289125.1_CFBP2116_finsihed_replicons_genomic.gbff.gz,1540,2916,116,Pseudomonas syringae,Pseudomonas syringae
537,GCF_000271365.1,1544,2912,116,4,4,4,GCF_000271365.1_ASM27136v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa DK2,Pseudomonas aeruginosa
538,GCF_002968955.1,1537,2912,116,4,4,4,GCF_002968955.1_ASM296895v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
539,GCF_002211725.1,1556,2933,116,7,7,8,GCF_002211725.1_ASM221172v1_genomic.gbff.gz,1556,2925,116,Escherichia coli,Escherichia coli
540,GCF_000022225.1,1556,2938,116,7,7,8,GCF_000022225.1_ASM2222v1_genomic.gbff.gz,1554,2930,116,Escherichia coli O157:H7 str. TW14359,Escherichia coli
541,GCF_003850445.1,1538,2916,116,5,5,6,GCF_003850445.1_ASM385044v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
542,GCF_003850505.1,1538,2916,116,5,5,6,GCF_003850505.1_ASM385050v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
543,GCF_001542835.1,1544,2912,116,4,4,4,GCF_001542835.1_ASM154283v1_genomic.gbff.gz,1544,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
544,GCF_000829115.1,1510,2888,118,2,2,2,GCF_000829115.1_ASM82911v1_genomic.gbff.gz,1419,2868,118,Helicobacter pylori 26695-1CL,Helicobacter pylori
545,GCF_001708485.1,1547,2916,91,5,1,1,GCF_001708485.1_ASM170848v1_genomic.gbff.gz,1547,2916,91,Pseudomonas fluorescens,Pseudomonas fluorescens
546,GCF_000600225.1,1510,2888,118,2,2,2,GCF_000600225.1_ASM60022v1_genomic.gbff.gz,1510,2888,118,Helicobacter pylori oki898,Helicobacter pylori
547,GCF_900636545.1,1538,2914,116,4,4,4,GCF_900636545.1_42727_C01_genomic.gbff.gz,1537,2914,116,Pseudomonas mendocina,Pseudomonas mendocina
548,GCF_000600085.1,1510,2888,118,2,2,2,GCF_000600085.1_ASM60008v1_genomic.gbff.gz,1510,2888,118,Helicobacter pylori oki112,Helicobacter pylori
549,GCF_001698005.1,1551,2898,114,4,4,4,GCF_001698005.1_ASM169800v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
550,GCF_003850345.1,1538,2916,116,5,5,6,GCF_003850345.1_ASM385034v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
551,GCF_000007685.1,1514,2967,117,2,2,1,GCF_000007685.1_ASM768v1_genomic.gbff.gz,1513,2967,117,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,Leptospira interrogans
552,GCF_003591595.1,1554,2927,116,7,7,8,GCF_003591595.1_ASM359159v1_genomic.gbff.gz,1554,2924,116,Escherichia coli ATCC 8739,Escherichia coli
553,GCF_003665415.1,1540,2917,116,5,5,6,GCF_003665415.1_ASM366541v1_genomic.gbff.gz,1540,2917,116,Pseudomonas syringae pv. actinidiae,Pseudomonas syringae
554,GCF_000219515.2,1554,2925,116,7,7,8,GCF_000219515.2_ASM21951v3_genomic.gbff.gz,1552,2925,116,Escherichia coli PCN033,Escherichia coli
555,GCF_002899495.1,1554,2933,116,7,7,8,GCF_002899495.1_ASM289949v1_genomic.gbff.gz,1554,2925,116,Escherichia coli,Escherichia coli
556,GCF_004006335.1,1538,2915,116,6,6,7,GCF_004006335.1_ASM400633v1_genomic.gbff.gz,1538,2912,116,Pseudomonas syringae,Pseudomonas syringae
557,GCF_002164595.2,1554,2932,116,7,7,8,GCF_002164595.2_ASM216459v2_genomic.gbff.gz,1552,2926,116,Escherichia coli,Escherichia coli
558,GCF_003851205.1,1538,2916,116,5,5,6,GCF_003851205.1_ASM385120v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. aurantiaca,Pseudomonas chlororaphis
559,GCF_002741555.1,1556,2939,116,7,7,8,GCF_002741555.1_ASM274155v1_genomic.gbff.gz,1556,2924,116,Escherichia coli,Escherichia coli
560,GCF_000224535.1,1511,2889,118,2,2,2,GCF_000224535.1_ASM22453v1_genomic.gbff.gz,1511,2889,118,Helicobacter pylori Puno120,Helicobacter pylori
561,GCF_002073535.2,1548,2898,114,4,4,4,GCF_002073535.2_ASM207353v2_genomic.gbff.gz,1548,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
562,GCF_001722005.2,1544,2912,116,4,4,4,GCF_001722005.2_ASM172200v2_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
563,GCF_000973665.2,1556,2934,116,7,7,8,GCF_000973665.2_ASM97366v2_genomic.gbff.gz,1554,2925,116,Salmonella enterica subsp. enterica serovar Montevideo str. CDC 86-0391,Salmonella enterica
564,GCF_000498395.2,1547,2917,116,7,7,8,GCF_000498395.2_ASM49839v3_genomic.gbff.gz,1547,2916,116,Pseudomonas putida S13.1.2,Pseudomonas putida
565,GCF_003851405.1,1538,2916,116,5,5,6,GCF_003851405.1_ASM385140v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis
566,GCF_003589805.1,1554,3109,116,7,7,8,GCF_003589805.1_ASM358980v1_genomic.gbff.gz,1552,2929,116,Salmonella enterica subsp. enterica serovar Dublin,Salmonella enterica
567,GCF_001648195.1,1546,2915,116,4,4,4,GCF_001648195.1_ASM164819v1_genomic.gbff.gz,1546,2915,116,Pseudomonas stutzeri,Pseudomonas stutzeri
568,GCF_900186875.1,1551,2898,114,4,4,4,GCF_900186875.1_49677_F01_genomic.gbff.gz,1551,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
569,GCF_001677475.1,1556,2930,116,7,7,8,GCF_001677475.1_ASM167747v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
570,GCF_001991095.1,1510,2888,118,2,2,2,GCF_001991095.1_ASM199109v1_genomic.gbff.gz,1510,2888,118,Helicobacter pylori PMSS1,Helicobacter pylori
571,GCF_000315955.1,1511,2892,118,2,2,2,GCF_000315955.1_ASM31595v1_genomic.gbff.gz,1511,2892,118,Helicobacter pylori Aklavik117,Helicobacter pylori
572,GCF_000012265.1,1549,2916,116,5,5,6,GCF_000012265.1_ASM1226v1_genomic.gbff.gz,1549,2916,116,Pseudomonas protegens Pf-5,Pseudomonas protegens
573,GCF_003718235.1,1555,3027,116,7,7,9,GCF_003718235.1_ASM371823v1_genomic.gbff.gz,1555,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
574,GCF_001653395.1,1511,2889,118,1,1,1,GCF_001653395.1_ASM165339v1_genomic.gbff.gz,1511,2889,118,Helicobacter pylori,Helicobacter pylori
575,GCF_003018395.1,1554,2931,116,7,7,8,GCF_003018395.1_ASM301839v1_genomic.gbff.gz,1554,2931,116,Escherichia coli,Escherichia coli
576,GCF_900638605.1,1548,2898,114,4,4,4,GCF_900638605.1_58116_G01_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
577,GCF_003254845.1,1514,3632,117,2,2,1,GCF_003254845.1_ASM325484v1_genomic.gbff.gz,1514,3632,117,Leptospira borgpetersenii serovar Hardjo-bovis,Leptospira borgpetersenii
578,GCF_003214155.2,1502,2888,116,2,2,2,GCF_003214155.2_ASM321415v2_genomic.gbff.gz,1502,2888,116,Helicobacter cinaedi,Helicobacter cinaedi
579,GCF_000973685.2,1554,3015,116,7,7,8,GCF_000973685.2_ASM97368v2_genomic.gbff.gz,1552,2926,116,Salmonella enterica subsp. enterica serovar Newport str. CDC 2010K-2159,Salmonella enterica
580,GCF_000016865.1,1547,2917,116,6,6,7,GCF_000016865.1_ASM1686v1_genomic.gbff.gz,1547,2914,116,Pseudomonas putida F1,Pseudomonas putida
581,GCF_001697585.1,1551,2898,114,4,4,4,GCF_001697585.1_ASM169758v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
582,GCF_000829135.1,1510,2889,118,2,2,2,GCF_000829135.1_ASM82913v1_genomic.gbff.gz,1448,2869,118,Helicobacter pylori 26695-1CH,Helicobacter pylori
583,GCF_002234755.1,1554,3113,116,7,7,8,GCF_002234755.1_ASM223475v1_genomic.gbff.gz,1554,2927,116,Salmonella enterica subsp. enterica serovar Derby,Salmonella enterica
584,GCF_001433495.1,1510,2888,122,2,2,3,GCF_001433495.1_ASM143349v1_genomic.gbff.gz,1510,2887,118,Helicobacter pylori,Helicobacter pylori
585,GCF_003008615.1,1538,2916,116,4,4,4,GCF_003008615.1_ASM300861v1_genomic.gbff.gz,1538,2916,116,Pseudomonas mendocina,Pseudomonas mendocina
586,GCF_001661085.1,1551,2898,114,4,4,4,GCF_001661085.1_ASM166108v1_genomic.gbff.gz,1551,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
587,GCF_000148605.1,1556,2931,116,7,7,8,GCF_000148605.1_ASM14860v1_genomic.gbff.gz,1554,2556,116,Escherichia coli UM146,Escherichia coli
588,GCF_000185225.1,1510,2886,118,2,2,2,GCF_000185225.1_ASM18522v1_genomic.gbff.gz,1510,2886,118,Helicobacter pylori Lithuania75,Helicobacter pylori
589,GCF_002952455.1,1509,2889,118,2,2,2,GCF_002952455.1_ASM295245v1_genomic.gbff.gz,1509,2889,118,Helicobacter pylori,Helicobacter pylori
590,GCF_000191445.1,1551,2898,114,4,4,4,GCF_000191445.1_ASM19144v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis H44/76,Neisseria meningitidis
591,GCF_000185245.1,1509,2889,118,2,2,2,GCF_000185245.1_ASM18524v1_genomic.gbff.gz,1509,2889,118,Helicobacter pylori SouthAfrica7,Helicobacter pylori
592,GCF_002355315.1,1549,2916,116,6,6,7,GCF_002355315.1_ASM235531v1_genomic.gbff.gz,1548,2916,116,Pseudomonas frederiksbergensis,Pseudomonas frederiksbergensis
593,GCF_000013945.1,1517,3632,117,2,2,1,GCF_000013945.1_ASM1394v1_genomic.gbff.gz,1515,3632,117,Leptospira borgpetersenii serovar Hardjo-bovis str. L550,Leptospira borgpetersenii
594,GCF_001697865.1,1551,2898,114,4,4,4,GCF_001697865.1_ASM169786v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
595,GCF_001653375.1,1510,2890,118,1,1,1,GCF_001653375.1_ASM165337v1_genomic.gbff.gz,1510,2890,118,Helicobacter pylori,Helicobacter pylori
596,GCF_000306675.2,1514,2968,117,2,2,1,GCF_000306675.2_ASM30667v3_genomic.gbff.gz,1514,2968,117,Leptospira mayottensis 200901116,Leptospira mayottensis
597,GCF_000828695.1,1550,2916,116,5,5,6,GCF_000828695.1_ASM82869v1_genomic.gbff.gz,1549,2916,116,Pseudomonas protegens Cab57,Pseudomonas protegens
598,GCF_003073555.1,1554,3109,116,7,7,8,GCF_003073555.1_ASM307355v1_genomic.gbff.gz,1552,2924,116,Salmonella enterica,Salmonella enterica
599,GCF_000014625.1,1544,2912,116,4,4,4,GCF_000014625.1_ASM1462v1_genomic.gbff.gz,1544,2905,116,Pseudomonas aeruginosa UCBPP-PA14,Pseudomonas aeruginosa
600,GCF_000019445.1,1547,2916,116,7,7,8,GCF_000019445.1_ASM1944v1_genomic.gbff.gz,1547,2916,116,Pseudomonas putida W619,Pseudomonas putida
601,GCF_001038645.1,1548,2913,116,4,4,4,GCF_001038645.1_ASM103864v1_genomic.gbff.gz,1546,2909,116,Pseudomonas stutzeri,Pseudomonas stutzeri
602,GCF_002006545.1,1550,2917,116,5,5,6,GCF_002006545.1_ASM200654v1_genomic.gbff.gz,1544,2911,115,Pseudomonas protegens,Pseudomonas protegens
603,GCF_001516325.2,1544,2912,116,4,4,4,GCF_001516325.2_ASM151632v2_genomic.gbff.gz,1544,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
604,GCF_001558995.2,1556,2938,116,7,7,8,GCF_001558995.2_ASM155899v2_genomic.gbff.gz,1554,2930,116,Escherichia coli O157:H7,Escherichia coli
605,GCF_000185205.1,1509,2891,118,2,2,2,GCF_000185205.1_ASM18520v1_genomic.gbff.gz,1509,2891,118,Helicobacter pylori Gambia94/24,Helicobacter pylori
606,GCF_003018275.1,1554,2931,116,7,7,8,GCF_003018275.1_ASM301827v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
607,GCF_001698025.1,1551,2898,114,4,4,4,GCF_001698025.1_ASM169802v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
608,GCF_900120335.1,1509,2890,118,2,2,2,GCF_900120335.1_HE147_09_genomic.gbff.gz,1509,2890,118,Helicobacter pylori,Helicobacter pylori
609,GCF_003355415.1,1548,2898,114,4,4,4,GCF_003355415.1_ASM335541v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
610,GCF_001651965.2,1556,2932,116,7,7,8,GCF_001651965.2_ASM165196v2_genomic.gbff.gz,1554,2932,116,Escherichia coli O157:H7,Escherichia coli
611,GCF_003018095.1,1554,2932,116,7,7,8,GCF_003018095.1_ASM301809v1_genomic.gbff.gz,1554,2926,116,Escherichia coli,Escherichia coli
612,GCF_002205375.1,1544,2912,116,4,4,4,GCF_002205375.1_ASM220537v1_genomic.gbff.gz,1544,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
613,GCF_001890265.1,1556,2938,116,7,7,8,GCF_001890265.1_ASM189026v1_genomic.gbff.gz,1554,2930,116,Escherichia coli,Escherichia coli
614,GCF_000213135.1,1511,2890,118,2,2,2,GCF_000213135.1_ASM21313v1_genomic.gbff.gz,1511,2890,118,Helicobacter pylori 83,Helicobacter pylori
615,GCF_002201835.1,1556,2933,116,7,7,8,GCF_002201835.1_ASM220183v1_genomic.gbff.gz,1554,2926,116,Escherichia coli,Escherichia coli
616,GCF_900186915.1,1551,2898,114,4,4,4,GCF_900186915.1_49699_A01_genomic.gbff.gz,1551,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
617,GCF_900235825.1,1540,2918,116,5,5,6,GCF_900235825.1_CFBP4215_genomic.gbff.gz,1540,2918,116,Pseudomonas syringae pv. syringae,Pseudomonas syringae
618,GCF_000023365.1,1556,2933,116,7,7,8,GCF_000023365.1_ASM2336v1_genomic.gbff.gz,1556,2925,116,Escherichia coli DH1,Escherichia coli
619,GCF_000196295.1,1551,2898,114,4,4,4,GCF_000196295.1_ASM19629v1_genomic.gbff.gz,1551,2898,114,Neisseria lactamica 020-06,Neisseria lactamica
620,GCF_001697845.1,1551,2898,114,4,4,4,GCF_001697845.1_ASM169784v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
621,GCF_003851345.1,1538,2916,116,5,5,6,GCF_003851345.1_ASM385134v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. aurantiaca,Pseudomonas chlororaphis
