,Organism (NCBI),Accession Number,File Name,Species (GTDB),Longest 16S,Consensus 16S,Copies 16S,Longest 23S,Consensus 23S,Copies 23S,Longest 5S,Consensus 5S,Copies 5S
605,Streptococcus agalactiae,GCF_002197245.1,GCF_002197245.1_ASM219724v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
340,Streptococcus agalactiae,GCF_002197265.1,GCF_002197265.1_ASM219726v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
156,Streptococcus agalactiae,GCF_002197285.1,GCF_002197285.1_ASM219728v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
619,Streptococcus agalactiae,GCF_002197365.1,GCF_002197365.1_ASM219736v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
462,Streptococcus agalactiae,GCF_002197425.1,GCF_002197425.1_ASM219742v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
617,Streptococcus agalactiae,GCF_002289205.1,GCF_002289205.1_ASM228920v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2905,2906,7,116,116,7
18,Streptococcus agalactiae,GCF_002812425.1,GCF_002812425.1_ASM281242v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
529,Streptococcus agalactiae,GCF_002812465.1,GCF_002812465.1_ASM281246v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
348,Streptococcus agalactiae,GCF_002812505.1,GCF_002812505.1_ASM281250v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2905,2906,7,116,116,7
412,Streptococcus agalactiae,GCF_002881315.1,GCF_002881315.1_ASM288131v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,6,2906,2906,6,116,116,6
15,Streptococcus agalactiae,GCF_900155855.1,GCF_900155855.1_BM110_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
555,Streptococcus agalactiae GD201008-001,GCF_000299135.1,GCF_000299135.1_ASM29913v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1559,7,2906,2909,7,116,117,7
345,Streptococcus agalactiae ILRI005,GCF_000427075.1,GCF_000427075.1_ILRI005_genomic.gbff.gz,Streptococcus agalactiae,1554,1555,7,2906,2906,7,116,116,7
622,Streptococcus anginosus C1051,GCF_000463465.1,GCF_000463465.1_ASM46346v1_genomic.gbff.gz,Streptococcus anginosus,1558,1558,4,2908,2908,4,116,116,4
283,Streptococcus anginosus C238,GCF_000463505.1,GCF_000463505.1_ASM46350v1_genomic.gbff.gz,Streptococcus anginosus,1560,1562,4,2904,2905,4,116,116,4
625,Streptococcus anginosus,GCF_001412635.1,GCF_001412635.1_ASM141263v1_genomic.gbff.gz,Streptococcus anginosus,1558,1560,4,2908,2908,4,116,116,4
624,Streptococcus anginosus subsp. whileyi MAS624,GCF_000478925.1,GCF_000478925.1_ASM47892v1_genomic.gbff.gz,Streptococcus anginosus,1560,1560,5,2904,2904,5,116,116,5
231,Streptococcus dysgalactiae subsp. equisimilis AC-2713,GCF_000317855.1,GCF_000317855.1_ASM31785v1_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1561,5,2905,2910,5,116,116,5
497,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,GCF_000188715.1,GCF_000188715.1_ASM18871v1_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1556,5,2905,2905,5,116,116,5
80,Streptococcus dysgalactiae subsp. equisimilis,GCF_900474785.1,GCF_900474785.1_41767_C01_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1556,6,2905,2905,6,116,116,6
356,Streptococcus dysgalactiae subsp. equisimilis,GCF_900475145.1,GCF_900475145.1_42727_G01_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1556,6,2904,2905,6,116,116,6
527,Streptococcus dysgalactiae subsp. equisimilis,GCF_900475185.1,GCF_900475185.1_42197_A02_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1556,6,2905,2905,6,116,116,6
370,Streptococcus dysgalactiae subsp. equisimilis,GCF_900475255.1,GCF_900475255.1_42545_F02_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1556,6,2905,2906,6,116,116,6
146,Streptococcus dysgalactiae subsp. equisimilis,GCF_900475725.1,GCF_900475725.1_46166_D01_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1556,6,2905,2905,6,116,116,6
611,Streptococcus dysgalactiae subsp. equisimilis GGS_124,GCF_000010705.1,GCF_000010705.1_ASM1070v1_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1561,5,2905,2906,5,116,116,5
413,Streptococcus dysgalactiae subsp. equisimilis RE378,GCF_000307185.1,GCF_000307185.1_ASM30718v1_genomic.gbff.gz,Streptococcus dysgalactiae,1556,1556,5,2901,2905,5,116,116,5
638,Streptococcus equi subsp. zooepidemicus ATCC 35246,GCF_000219765.1,GCF_000219765.1_ASM21976v1_genomic.gbff.gz,Streptococcus equi,1561,1561,5,2915,2915,5,116,116,5
354,Streptococcus equi subsp. zooepidemicus CY,GCF_000696505.1,GCF_000696505.1_ASM69650v1_genomic.gbff.gz,Streptococcus equi,1561,1561,5,2915,2915,5,116,116,5
221,Streptococcus equi subsp. zooepidemicus,GCF_000026605.1,GCF_000026605.1_ASM2660v1_genomic.gbff.gz,Streptococcus equi,1561,1561,5,2903,2903,5,116,116,5
547,Streptococcus equi subsp. zooepidemicus,GCF_900474805.1,GCF_900474805.1_41800_D01_genomic.gbff.gz,Streptococcus equi,1556,1556,6,2903,2903,6,116,116,6
393,Streptococcus equi subsp. zooepidemicus,GCF_900474875.1,GCF_900474875.1_41851_B01_genomic.gbff.gz,Streptococcus equi,1561,1561,5,2902,2904,5,116,116,5
397,Streptococcus equi subsp. zooepidemicus,GCF_900475125.1,GCF_900475125.1_42042_H01_genomic.gbff.gz,Streptococcus equi,1556,1556,6,2903,2903,6,116,116,6
296,Streptococcus equi subsp. zooepidemicus,GCF_900475295.1,GCF_900475295.1_43188_D01_genomic.gbff.gz,Streptococcus equi,1561,1561,6,2900,2912,6,116,116,6
225,Streptococcus equi subsp. zooepidemicus,GCF_900475435.1,GCF_900475435.1_42912_B01_genomic.gbff.gz,Streptococcus equi,1561,1561,6,2903,2903,6,116,116,6
350,Streptococcus equi subsp. zooepidemicus MGCS10565,GCF_000020765.1,GCF_000020765.1_ASM2076v1_genomic.gbff.gz,Streptococcus equi,1559,1559,5,2903,2903,5,116,116,5
557,Streptococcus gallolyticus,GCF_900475715.1,GCF_900475715.1_44927_A02_genomic.gbff.gz,Streptococcus gallolyticus,1554,1554,6,2901,2901,6,116,116,6
206,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,GCF_000270145.1,GCF_000270145.1_ASM27014v1_genomic.gbff.gz,Streptococcus gallolyticus,1554,1554,5,2901,2901,5,116,116,5
235,Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,GCF_000203195.1,GCF_000203195.1_ASM20319v1_genomic.gbff.gz,Streptococcus gallolyticus,1554,1554,7,2901,2900,7,116,116,7
360,Streptococcus gallolyticus subsp. gallolyticus DSM 16831,GCF_002000985.1,GCF_002000985.1_ASM200098v1_genomic.gbff.gz,Streptococcus gallolyticus,1554,1554,6,2901,2901,6,116,116,6
496,Streptococcus gallolyticus UCN34,GCF_000027185.1,GCF_000027185.1_ASM2718v1_genomic.gbff.gz,Streptococcus gallolyticus,1554,1554,6,2901,2901,6,116,116,6
248,Streptococcus gordonii,GCF_000970665.2,GCF_000970665.2_ASM97066v2_genomic.gbff.gz,Streptococcus gordonii,1562,1562,2,2904,2904,2,116,116,4
522,Streptococcus gordonii,GCF_001281105.1,GCF_001281105.1_ASM128110v1_genomic.gbff.gz,Streptococcus gordonii,1562,1562,5,2904,2904,5,116,116,5
76,Streptococcus gordonii,GCF_002073435.2,GCF_002073435.2_ASM207343v2_genomic.gbff.gz,Streptococcus gordonii,1562,1562,4,2903,2904,4,116,116,4
678,Streptococcus gordonii,GCF_002386285.1,GCF_002386285.1_ASM238628v1_genomic.gbff.gz,Streptococcus gordonii,1562,1562,4,2903,2904,4,116,116,4
519,Streptococcus gordonii,GCF_900475015.1,GCF_900475015.1_41975_E01_genomic.gbff.gz,Streptococcus gordonii,1562,1562,4,2904,2904,4,116,116,4
658,Streptococcus gordonii,GCF_900475385.1,GCF_900475385.1_43597_G01_genomic.gbff.gz,Streptococcus gordonii,1562,1562,4,2904,2904,4,116,116,4
443,Streptococcus gordonii str. Challis substr. CH1,GCF_000017005.1,GCF_000017005.1_ASM1700v1_genomic.gbff.gz,Streptococcus gordonii,1562,1562,4,2904,2904,4,116,116,4
500,Streptococcus infantarius,GCF_001477615.1,GCF_001477615.1_ASM147761v1_genomic.gbff.gz,Streptococcus lutetiensis,1531,1554,9,2286,2906,9,116,116,8
505,Streptococcus iniae,GCF_000831485.1,GCF_000831485.1_ASM83148v1_genomic.gbff.gz,Streptococcus iniae,1553,1555,5,2906,2906,5,116,116,5
584,Streptococcus iniae,GCF_001885145.1,GCF_001885145.1_ASM188514v1_genomic.gbff.gz,Streptococcus iniae,1553,1555,6,2906,2906,6,116,116,6
614,Streptococcus iniae,GCF_002220115.1,GCF_002220115.1_ASM222011v1_genomic.gbff.gz,Streptococcus iniae,1553,1555,5,2906,2906,5,116,116,5
136,Streptococcus iniae,GCF_002787125.1,GCF_002787125.1_ASM278712v1_genomic.gbff.gz,Streptococcus iniae,1553,1555,5,2905,2906,5,116,116,5
525,Streptococcus intermedius B196,GCF_000463355.1,GCF_000463355.1_ASM46335v1_genomic.gbff.gz,Streptococcus intermedius,1560,1561,4,2908,2909,4,116,116,4
3,Streptococcus intermedius C270,GCF_000463385.1,GCF_000463385.1_ASM46338v1_genomic.gbff.gz,Streptococcus intermedius,1561,1563,4,2907,2908,4,116,116,4
342,Streptococcus intermedius,GCF_002073355.2,GCF_002073355.2_ASM207335v2_genomic.gbff.gz,Streptococcus intermedius,1560,1561,4,2905,2906,4,116,116,4
73,Streptococcus intermedius,GCF_002356055.1,GCF_002356055.1_ASM235605v1_genomic.gbff.gz,Streptococcus intermedius,1561,1561,4,2909,2909,4,116,116,4
586,Streptococcus intermedius,GCF_900475975.1,GCF_900475975.1_46931_F01_genomic.gbff.gz,Streptococcus intermedius,1561,1561,4,2905,2905,4,116,116,4
551,Streptococcus intermedius JTH08,GCF_000306805.1,GCF_000306805.1_ASM30680v1_genomic.gbff.gz,Streptococcus intermedius,1561,1561,4,2905,2905,4,116,116,4
321,Streptococcus lutetiensis 033,GCF_000441535.1,GCF_000441535.1_ASM44153v1_genomic.gbff.gz,Streptococcus lutetiensis,1552,1553,6,2903,2903,6,116,116,6
437,Streptococcus lutetiensis,GCF_900475065.1,GCF_900475065.1_42545_C02_genomic.gbff.gz,Streptococcus lutetiensis,1553,1553,7,2903,2903,7,116,116,7
428,Streptococcus lutetiensis,GCF_900475675.1,GCF_900475675.1_45473_D02_genomic.gbff.gz,Streptococcus lutetiensis,1553,1553,7,2903,2903,7,116,116,7
400,Streptococcus mutans,GCF_001558215.1,GCF_001558215.1_ASM155821v1_genomic.gbff.gz,Streptococcus mutans,1562,1562,5,2905,2905,5,116,116,5
6,Streptococcus mutans,GCF_002995555.1,GCF_002995555.1_ASM299555v1_genomic.gbff.gz,Streptococcus mutans,1564,1564,5,2904,2904,5,116,116,5
174,Streptococcus mutans,GCF_900475095.1,GCF_900475095.1_42197_E01_genomic.gbff.gz,Streptococcus mutans,1562,1562,5,2905,2905,5,116,116,5
13,Streptococcus mutans GS-5,GCF_000271865.1,GCF_000271865.1_ASM27186v1_genomic.gbff.gz,Streptococcus mutans,1562,1562,5,2905,2905,5,116,116,5
380,Streptococcus mutans LJ23,GCF_000284575.1,GCF_000284575.1_ASM28457v1_genomic.gbff.gz,Streptococcus mutans,1562,1562,5,2905,2905,5,116,116,5
288,Streptococcus mutans NN2025,GCF_000091645.1,GCF_000091645.1_ASM9164v1_genomic.gbff.gz,Streptococcus mutans,1562,1564,5,2905,2905,5,116,116,5
636,Streptococcus mutans UA159-FR,GCF_000817065.1,GCF_000817065.1_ASM81706v1_genomic.gbff.gz,Streptococcus mutans,1562,1562,5,2905,2905,5,116,116,5
404,Streptococcus mutans UA159,GCF_000007465.2,GCF_000007465.2_ASM746v2_genomic.gbff.gz,Streptococcus mutans,1552,1552,5,2901,2901,5,120,120,5
12,Streptococcus pneumoniae 670-6B,GCF_000147095.1,GCF_000147095.1_ASM14709v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
387,Streptococcus pneumoniae 70585,GCF_000018965.1,GCF_000018965.1_ASM1896v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
435,Streptococcus pneumoniae AP200,GCF_000146975.1,GCF_000146975.1_ASM14697v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1555,4,2904,2906,4,116,117,4
538,Streptococcus pneumoniae ATCC 700669,GCF_000026665.1,GCF_000026665.1_ASM2666v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
201,Streptococcus pneumoniae CGSP14,GCF_000019985.1,GCF_000019985.1_ASM1998v1_genomic.gbff.gz,Streptococcus pneumoniae,1551,1552,4,2899,2905,4,116,116,4
9,Streptococcus pneumoniae D39,GCF_000014365.2,GCF_000014365.2_ASM1436v2_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
103,Streptococcus pneumoniae,GCF_000817005.1,GCF_000817005.1_ASM81700v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
32,Streptococcus pneumoniae,GCF_001457635.1,GCF_001457635.1_NCTC7465_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
444,Streptococcus pneumoniae,GCF_001896045.1,GCF_001896045.1_ASM189604v1_genomic.gbff.gz,Streptococcus pneumoniae,1554,1554,4,2904,2904,4,116,116,4
596,Streptococcus pneumoniae,GCF_001896065.1,GCF_001896065.1_ASM189606v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
98,Streptococcus pneumoniae,GCF_001896085.1,GCF_001896085.1_ASM189608v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
293,Streptococcus pneumoniae,GCF_001902455.1,GCF_001902455.1_ASM190245v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
578,Streptococcus pneumoniae,GCF_002357995.1,GCF_002357995.1_ASM235799v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
569,Streptococcus pneumoniae,GCF_003003495.1,GCF_003003495.1_ASM300349v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
600,Streptococcus pneumoniae,GCF_900475305.1,GCF_900475305.1_43721_E02_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
302,Streptococcus pneumoniae,GCF_900475805.1,GCF_900475805.1_46514_B03_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
224,Streptococcus pneumoniae,GCF_900476445.1,GCF_900476445.1_55312_D02_genomic.gbff.gz,Streptococcus pneumoniae,1551,1552,5,2392,2904,2,116,116,2
587,Streptococcus pneumoniae,GCF_900476455.1,GCF_900476455.1_55312_E02_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
113,Streptococcus pneumoniae,GCF_900476465.1,GCF_900476465.1_55312_F02_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
317,Streptococcus pneumoniae,GCF_900476475.1,GCF_900476475.1_49768_F01_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2903,2904,4,116,116,4
459,Streptococcus pneumoniae,GCF_900476505.1,GCF_900476505.1_55312_C02_genomic.gbff.gz,Streptococcus pneumoniae,1553,1553,4,2904,2904,4,116,116,4
115,Streptococcus pneumoniae Hungary19A-6,GCF_000019265.1,GCF_000019265.1_ASM1926v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
647,Streptococcus pneumoniae INV104,GCF_000210975.1,GCF_000210975.1_ASM21097v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
453,Streptococcus pneumoniae JJA,GCF_000018985.1,GCF_000018985.1_ASM1898v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
173,Streptococcus pneumoniae P1031,GCF_000019005.1,GCF_000019005.1_ASM1900v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
237,Streptococcus pneumoniae R6,GCF_000007045.1,GCF_000007045.1_ASM704v1_genomic.gbff.gz,Streptococcus pneumoniae,1514,1514,4,2902,2902,4,115,115,4
130,Streptococcus pneumoniae SPN032672,GCF_000211075.1,GCF_000211075.1_ASM21107v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1554,4,2904,2904,4,116,116,4
93,Streptococcus pneumoniae SPN033038,GCF_000211095.1,GCF_000211095.1_ASM21109v1_genomic.gbff.gz,Streptococcus pneumoniae,1551,1552,4,2904,2908,4,116,116,4
629,Streptococcus pneumoniae SPN034156,GCF_000210995.1,GCF_000210995.1_ASM21099v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1554,4,2904,2904,4,116,116,4
687,Streptococcus pneumoniae SPN034183,GCF_000211015.1,GCF_000211015.1_ASM21101v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
384,Streptococcus pneumoniae SPN994038,GCF_000211035.1,GCF_000211035.1_ASM21103v2_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
160,Streptococcus pneumoniae SPN994039,GCF_000211055.1,GCF_000211055.1_ASM21105v2_genomic.gbff.gz,Streptococcus pneumoniae,1552,1553,4,2904,2904,4,116,116,4
147,Streptococcus pneumoniae ST556,GCF_000251085.2,GCF_000251085.2_ASM25108v2_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
68,Streptococcus pneumoniae Taiwan19F-14,GCF_000019025.1,GCF_000019025.1_ASM1902v1_genomic.gbff.gz,Streptococcus pneumoniae,1552,1552,4,2904,2904,4,116,116,4
603,Streptococcus pneumoniae TCH8431/19A,GCF_000196595.1,GCF_000196595.1_ASM19659v1_genomic.gbff.gz,Streptococcus pneumoniae,1554,1555,4,2904,2905,4,116,116,4
570,Streptococcus pyogenes,GCF_000743015.1,GCF_000743015.1_ASM74301v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1558,6,2903,2906,6,115,116,6
479,Streptococcus pyogenes,GCF_000756485.1,GCF_000756485.1_ASM75648v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2906,5,116,116,5
477,Streptococcus pyogenes,GCF_000767505.1,GCF_000767505.1_ASM76750v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
666,Streptococcus pyogenes,GCF_000993765.1,GCF_000993765.1_ASM99376v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2906,5,116,116,5
473,Streptococcus pyogenes,GCF_001014305.1,GCF_001014305.1_ASM101430v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
118,Streptococcus pyogenes,GCF_001051095.1,GCF_001051095.1_ASM105109v1_genomic.gbff.gz,Streptococcus pyogenes,1552,1556,6,2901,2915,6,116,116,6
212,Streptococcus pyogenes,GCF_001267805.1,GCF_001267805.1_ASM126780v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2905,2906,6,116,116,6
685,Streptococcus pyogenes,GCF_001559175.2,GCF_001559175.2_ASM155917v2_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
483,Streptococcus pyogenes,GCF_001635895.1,GCF_001635895.1_ASM163589v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2913,5,116,116,5
111,Streptococcus pyogenes,GCF_001635935.1,GCF_001635935.1_ASM163593v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2906,5,116,116,5
549,Streptococcus pyogenes,GCF_002355175.1,GCF_002355175.1_ASM235517v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2906,5,116,116,5
316,Streptococcus pyogenes,GCF_003203475.1,GCF_003203475.1_ASM320347v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
69,Streptococcus pyogenes,GCF_900474455.1,GCF_900474455.1_42017_D01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
518,Streptococcus pyogenes,GCF_900474765.1,GCF_900474765.1_41800_G01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
590,Streptococcus pyogenes,GCF_900474795.1,GCF_900474795.1_41767_B01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
573,Streptococcus pyogenes,GCF_900474815.1,GCF_900474815.1_41800_F01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
120,Streptococcus pyogenes,GCF_900474845.1,GCF_900474845.1_41906_C02_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
491,Streptococcus pyogenes,GCF_900474865.1,GCF_900474865.1_41906_D02_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
478,Streptococcus pyogenes,GCF_900474975.1,GCF_900474975.1_41906_B02_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
355,Streptococcus pyogenes,GCF_900475075.1,GCF_900475075.1_42290_F02_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
389,Streptococcus pyogenes,GCF_900475085.1,GCF_900475085.1_42206_C01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
189,Streptococcus pyogenes,GCF_900475115.1,GCF_900475115.1_42197_A01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
52,Streptococcus pyogenes,GCF_900475155.1,GCF_900475155.1_41975_A01_genomic.gbff.gz,Streptococcus pyogenes,1555,1556,6,2906,2906,6,116,116,6
129,Streptococcus pyogenes,GCF_900475425.1,GCF_900475425.1_43908_F01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,115,116,6
182,Streptococcus pyogenes,GCF_900475455.1,GCF_900475455.1_44451_G01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
295,Streptococcus pyogenes,GCF_900475485.1,GCF_900475485.1_42969_E01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
91,Streptococcus pyogenes,GCF_900475565.1,GCF_900475565.1_42912_A01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
223,Streptococcus pyogenes,GCF_900475765.1,GCF_900475765.1_46931_G01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
420,Streptococcus pyogenes,GCF_900475795.1,GCF_900475795.1_46514_A02_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
243,Streptococcus pyogenes,GCF_900475955.1,GCF_900475955.1_45889_E01_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
280,Streptococcus pyogenes JRS4,GCF_001547715.1,GCF_001547715.1_ASM154771v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
447,Streptococcus pyogenes MGAS10394,GCF_000011665.1,GCF_000011665.1_ASM1166v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
135,Streptococcus pyogenes MGAS15252,GCF_000250905.1,GCF_000250905.1_ASM25090v1_genomic.gbff.gz,Streptococcus pyogenes,1555,1556,5,2906,2906,5,116,116,5
556,Streptococcus pyogenes MGAS1882,GCF_000250925.1,GCF_000250925.1_ASM25092v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2907,5,116,116,5
595,Streptococcus pyogenes MGAS9429,GCF_000013485.1,GCF_000013485.1_ASM1348v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,6,2906,2906,6,116,116,6
601,Streptococcus pyogenes SSI-1,GCF_000011285.1,GCF_000011285.1_ASM1128v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2906,5,116,116,5
261,Streptococcus pyogenes STAB902,GCF_000732425.1,GCF_000732425.1_ASM73242v1_genomic.gbff.gz,Streptococcus pyogenes,1556,1556,5,2906,2906,5,116,116,5
208,Streptococcus salivarius CCHSS3,GCF_000253335.1,GCF_000253335.1_ASM25333v1_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2901,2901,6,116,116,6
438,Streptococcus salivarius,GCF_000448685.2,GCF_000448685.2_ASM44868v2_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2902,2902,6,116,116,6
312,Streptococcus salivarius,GCF_000785515.1,GCF_000785515.1_ASM78551v1_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2902,2902,6,116,116,6
429,Streptococcus salivarius,GCF_001543085.1,GCF_001543085.1_ASM154308v1_genomic.gbff.gz,Streptococcus salivarius,1490,1555,8,2875,2904,6,110,116,8
83,Streptococcus salivarius,GCF_002094955.1,GCF_002094955.1_ASM209495v1_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2901,2902,6,116,116,6
351,Streptococcus salivarius,GCF_002094975.1,GCF_002094975.1_ASM209497v1_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2902,2902,6,116,116,6
626,Streptococcus salivarius,GCF_900475225.1,GCF_900475225.1_42685_C01_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2902,2902,6,116,116,6
564,Streptococcus salivarius JIM8777,GCF_000253315.1,GCF_000253315.1_ASM25331v1_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2902,2902,6,116,116,6
377,Streptococcus sanguinis,GCF_900475045.1,GCF_900475045.1_42290_B02_genomic.gbff.gz,Streptococcus sanguinis,1554,1554,4,2903,2903,4,116,116,4
683,Streptococcus sanguinis,GCF_900475275.1,GCF_900475275.1_42685_F01_genomic.gbff.gz,Streptococcus sanguinis,1554,1554,4,2898,2902,4,116,116,4
546,Streptococcus sanguinis,GCF_900475505.1,GCF_900475505.1_42925_G01_genomic.gbff.gz,Streptococcus sanguinis,1554,1554,4,2903,2903,4,116,116,4
446,Streptococcus sanguinis SK36,GCF_000014205.1,GCF_000014205.1_ASM1420v1_genomic.gbff.gz,Streptococcus sanguinis,1551,1551,4,2898,2901,4,116,116,4
331,Streptococcus sobrinus,GCF_003172975.1,GCF_003172975.1_ASM317297v1_genomic.gbff.gz,Streptococcus sobrinus,1564,1564,6,2903,2903,6,116,116,6
395,Streptococcus sobrinus,GCF_003172995.1,GCF_003172995.1_ASM317299v1_genomic.gbff.gz,Streptococcus sobrinus,1564,1564,6,2903,2903,6,116,116,6
